date	title	venue	excerpt	citation	url_slug	paper_url	slides_url
2024-01-01	DevMuT: Testing Deep Learning Framework via Developer Expertise-Based Mutation	IEEE/ACM Automated Software Engineering Conference (ASE 2024)	Testing deep learning frameworks via developer expertise-based mutation.	Yanzhou Mu, Juan Zhai, Chunrong Fang, Xiang Chen, Zhixiang Cao, Peiran Yang, Yinglong Zou, Tao Zheng, and Zhenyu Chen. DevMuT: Testing Deep Learning Framework via Developer Expertise-Based Mutation. In Proceedings of IEEE/ACM Automated Software Engineering Conference (ASE 2024). ACM, Sacramento, California, United States. CCF-A.	devmut
